location,Company,Model,ModelType,Year,Kms,Fuel,Transmission,Color,No_of_owner,RTO,Insurance,Price
"Sonapur, Changsari, Assam",Maruti Suzuki,Wagon R,1999-2006 VXI,2005,"100,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 85,000"
"Niz Mankata, Dibrugarh, Assam",Honda,Civic,1.8 V MT,2007,"55,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,20,000"
"Uttar Kanchanpur Part 2, Hindustan Paper Corporation Ltd Township Panchgram, Assam",Other Brands,Others,Not Available,2018,"55,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 80,000"
"Bandhabpara, Bilasipara, Assam",Tata,Others,Others,2018,"900,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 65,000"
"Japisajia, North Lakhimpur, Assam",Maruti Suzuki,1000,Std,2001,"70,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 65,000"
"Gelapukhuri Gaon, Tinsukia, Assam",Nissan,Micra,XE Petrol,2016,"50,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,90,000"
"Lathimara, Badarpur, Assam",Mahindra,Others,Others,2019,"42,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,70,000"
"Kalitakuchi, Guwahati, Assam",Tata,Nano,2012-2015 CX,2011,"66,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 30,000"
"Adabari, Guwahati, Assam",Maruti Suzuki,Swift,2004-2010 VDI BSIV,2009,"50,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 2,00,000"
"Dhubrichar, Dhubri, Assam",Hyundai,EON,Era,2018,"39,300 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,70,000"
"Ulubari, Guwahati, Assam",Fiat,Punto,Punto Emotion 1.2,2011,"50,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,45,000"
"Dhakota, Jorhat, Assam",Maruti Suzuki,Omni,8 Seater BSIV,2016,"46,800 km",Petrol,Manual,Blue,1st,AS,Comprehensive,"₹ 2,50,000"
"Polo Field, Tezpur, Assam",Maruti Suzuki,Swift Dzire,AMT ZXI Plus,2017,"3,700 km",Petrol,Automatic,Bordeaux/Maroon,1st,AS,Comprehensive,"₹ 6,65,000"
"Vartak Enclave, Tezpur, Assam",Maruti Suzuki,Wagon R,1999-2006 LXI BSIII,2008,"77,000 km",Petrol,Manual,Silver,1st,AS,Comprehensive,"₹ 2,20,000"
"Kaliapani Vill N C, Doom Dooma, Assam",Maruti Suzuki,800,AC,2003,"68,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 90,000"
"Tapatari, Abhayapuri, Assam",Toyota,Corolla Altis,2010-2013 Diesel D4DG,2012,"89,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,50,000"
"Amolapatty Gaon, Golaghat, Assam",Maruti Suzuki,800,Others,2001,"40,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 40,000"
"Rangauti Part 2, Hailakandi, Assam",Maruti Suzuki,Swift Dzire,VXI,2013,"67,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 3,10,000"
"Garhali, Jorhat, Assam",Chevrolet,Beat,2010-2013 Diesel LS,2012,"80,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,20,000"
"Dilzan Basti Sijubari, Guwahati, Assam",Toyota,Innova,2.5 G (Diesel) 8 - Seater,2011,"153,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 4,30,000"
"Khelmati, North Lakhimpur, Assam",Hyundai,EON,Era,2012,"50,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,60,000"
"Polo Field, Tezpur, Assam",Tata,Indigo CS,CS LS TDI,2012,"25,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"Luthuri Chetia, Sibsagar, Assam",Maruti Suzuki,800,Std BSII,2004,"550,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"Deuri Kuchi, Barpeta, Assam",Mahindra,Bolero,SLE BSIII,2014,"180,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,10,000"
"Garhali, Jorhat, Assam",Honda,City,2015-2017 i DTec E,2015,"55,856 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,90,000"
"Six Mile, Guwahati, Assam",Toyota,Innova,2.5 GX (Diesel) 8 Seater,2011,"150,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,50,000"
"Champak Nagar, Hailakandi, Assam",Maruti Suzuki,Baleno,1.2 CVT Delta,2020,"23,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,50,000"
"Tihu Chowk, Tihu, Assam",Maruti Suzuki,Estilo,VXi,2010,"6,900 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 3,50,000"
"Christanpatty, Nagaon, Assam",Tata,Others,Not Available,2018,"59,491 km",Diesel,Not Available,White,1st,AS,Comprehensive,"₹ 5,80,000"
"Bormotoria, Guwahati, Assam",Hyundai,EON,D Lite Plus,2012,"52,000 km",Petrol,Manual,Silver,2nd,AS,Zero Dep,"₹ 1,75,000"
"Dhit chak, Karimganj, Assam",Hyundai,EON,D Lite Plus,2013,"55,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,00,000"
"Hatigaon, Guwahati, Assam",Maruti Suzuki,Wagon R,VXI,2006,"63,000 km",Petrol,Manual,Silver,1st,AS,Comprehensive,"₹ 1,55,000"
"Babupatty, Jorhat, Assam",Renault,Duster,2015-2016 110PS Diesel RXZ Option,2017,"57,000 km",Diesel,Manual,Silver,1st,AS,Zero Dep,"₹ 7,25,000"
"Dhakota, Jorhat, Assam",Tata,Tiago,1.05 Revotorq XM Option,2019,"19,010 km",Diesel,Manual,White,1st,AS,Zero Dep,"₹ 4,35,000"
"Dicial Gaon, Sibsagar, Assam",Tata,Others,Others,2017,"70,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,80,000"
"Tupakuchi, Raha, Assam",Mercedes-Benz,GLA Class,2014-2017 200 CDI SPORT,2017,"24,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 24,75,000"
"Lachit Nagar, Moran Town, Assam",Tata,Indica,DLX,2008,"100,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 45,000"
"Bhakrapara Part 1, Bongaigaon, Assam",Toyota,Etios Liva,2014-2016 G,2014,"41,471 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,20,000"
"Gotanagar, Guwahati, Assam",Volkswagen,Vento,2010-2013 IPL II Petrol Trendline,2013,"64,500 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,80,000"
"Lathimara, Badarpur, Assam",Other Brands,Others,2005-2010 LX BSIII,2015,"39,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 49,000"
"Borkula, Duliajan No 1, Assam",Chevrolet,Spark,2007-2012 1.0 LS,2012,"55,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,50,000"
"Amolapatty, Nagaon, Assam",Chevrolet,Beat,2010-2013 Diesel LT,2012,"97,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,00,000"
"Navagraha Hills, Guwahati, Assam",Maruti Suzuki,Swift Dzire,VDI,2011,"80,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 2,40,000"
"Bidyapara, Dhubri, Assam",Maruti Suzuki,Swift Dzire,VDI,2017,"72,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,30,000"
"Burigaon, Doboka, Assam",Ashok Leyland,Others,Others,2021,"20,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,00,000"
"Haibargaon, Nagaon, Assam",Mahindra,Xylo,2012-2014 E4 ABS BS IV,2012,"80,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,95,000"
"Naliapool Officers Colony, Dibrugarh, Assam",Tata,Others,Others,2015,"92,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,20,000"
"Pachim Jarani, Doboka, Assam",Tata,Nano,2012-2015 CX SE,2012,"45,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 60,000"
"Ahom Gaon, Guwahati, Assam",Datsun,GO,D Petrol,2016,"140,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 15,000"
"Parakuchi, Sanpara, Assam",Maruti Suzuki,Swift Dzire Tour,LDI,2018,"68,781 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,20,000"
"Amtali, Barpeta Road, Assam",Hyundai,Grand i10,2013-2016 CRDi Asta,2015,"74,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,50,000"
"Durga Sarovar, Guwahati, Assam",Maruti Suzuki,Alto K10,VXI,2015,"50,000 km",Petrol,Manual,White,1st,AS,Comprehensive,"₹ 3,20,000"
"Khanapara, Guwahati, Assam",Renault,Duster,2012-2015 85PS Diesel RxL Plus,2014,"63,000 km",Diesel,Manual,White,1st,Not Available,Not Available,"₹ 5,30,000"
"Khanapara, Guwahati, Assam",Hyundai,Verna,Fluidic 1.6 VTVT SX Opt,2017,"59,000 km",Petrol,Manual,White,1st,AS,Comprehensive,"₹ 8,80,000"
"Lathimara, Badarpur, Assam",Hindustan Motors,Others,Others,2016,"5,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 70,000"
"Ulubari, Guwahati, Assam",Maruti Suzuki,Swift,2011-2014 VDI,2013,"68,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,90,000"
"Mangaldai Gaon, Mangaldoi, Assam",Hyundai,i20,2015-2017 Asta 1.2,2015,"48,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,50,000"
"Mahabhairab, Tezpur, Assam",Honda,Amaze,1.2 EMT I VTEC,2019,"15,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,80,000"
"Borpul, Jorhat, Assam",Tata,Indica V2 Turbo,Others,2008,"77,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 55,000"
"Teloibari Gaon, Moranhat, Assam",Mahindra,Bolero,mHAWK D70 ZLX,2017,"56,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,50,000"
"Bapuji Nagar, Jorhat, Assam",Hyundai,Grand i10,1.2 Kappa Era,2013,"37,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,49,000"
"Santipur, Guwahati, Assam",Tata,Safari,4x2 EX DICOR BS-III,2010,"130,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,00,000"
"Terechia, Nalbari, Assam",Maruti Suzuki,Ertiga,ZXI Plus Petrol,2021,"5,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 11,00,000"
"Bonda Colony, Guwahati, Assam",Hyundai,EON,D Lite,2016,"60,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 90,000"
"Kakati Gaon, Dhekorgorha, Assam",Tata,Tiago,XZ,2018,"45,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,29,000"
"Amolapatti, Dibrugarh, Assam",Renault,Duster,110PS Diesel RxZ,2015,"98,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,50,000"
"Champak Nagar, Hailakandi, Assam",Bajaj,Others,Others,2021,"10,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 65,000"
"Manipuri Rajbari, Guwahati, Assam",Chevrolet,Beat,LT Petrol,2013,"48,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,55,000"
"KanakPur, Silchar, Assam",Hyundai,i20,2010-2012 1.2 Asta,2012,"50,100 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,55,000"
"Durga Sarovar, Guwahati, Assam",Hyundai,EON,Era +,2014,"60,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,80,000"
"Fauzdaripatty, Nagaon, Assam",Hyundai,i20,2010-2012 1.2 Magna,2010,"62,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,55,000"
"Polo Field, Tezpur, Assam",Toyota,Etios,2014-2016 VX,2014,"43,000 km",Petrol,Manual,White,1st,AS,Not Available,"₹ 3,95,000"
"Sawkuchi, Guwahati, Assam",Mahindra,Scorpio,2009-2014 VLX 2WD AIRBAG AT BSIV,2012,"85,000 km",Diesel,Manual,White,2nd,AS,Comprehensive,"₹ 5,10,000"
"Vartak Enclave, Tezpur, Assam",Renault,KWID,1.0 RXT,2018,"46,000 km",Petrol,Manual,Red,1st,AS,Comprehensive,"₹ 3,45,000"
"Cherakuri, Karimganj, Assam",Maruti Suzuki,Alto,LXi,2011,0 km,Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,35,000"
"Kopohua, Nazira, Assam",Tata,Indica,DLE,2003,"33,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 60,000"
"Gutlong Gaon, Tezpur, Assam",Maruti Suzuki,Swift Dzire,ZDI,2016,"75,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 3,75,000"
"Betapara, Guwahati, Assam",Ford,Figo Aspire,1.2 Ti-VCT Trend,2017,"50,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,80,000"
"Barduar, Nazira, Assam",Maruti Suzuki,Swift Dzire,LDI,2012,"20,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 3,70,000"
"Garchuk, Guwahati, Assam",Maruti Suzuki,Baleno,Not Available,2016,"37,221 km",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 5,90,000"
"Bozaltoli Bongali Gaon, Tinsukia, Assam",Maruti Suzuki,800,Std,2003,"75,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 65,000"
"Barmukha, North Guwahati, Assam",Mahindra,XUV500,W8 2WD,2015,"75,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,95,000"
"Dalgaon Town, Dalgaon, Assam",Toyota,Etios,2014-2016 V,2016,"89,100 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,50,000"
"Rangauti Part 1, Hailakandi, Assam",Maruti Suzuki,800,AC BSII,2012,"64,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,50,000"
"Riverbelt Colony, Diphu, Assam",Maruti Suzuki,Alto,LXi,2008,"76,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,50,000"
"Rangauti Part 2, Hailakandi, Assam",Other Brands,Others,Not Available,2017,"50,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,60,000"
"Bherbheri, Nagaon, Assam",Hyundai,EON,D Lite,2011,"36,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,20,000"
"Fatasil Ambari, Guwahati, Assam",Mahindra,TUV 300,T8,2017,"33,253 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,90,000"
"Palibor, Jorhat, Assam",Hyundai,EON,Magna +,2012,"37,800 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,20,000"
"Uttar Krishnapur Part 4, Silchar, Assam",Hyundai,EON,D-Lite +,2013,"18,500 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,60,000"
"Jalukbari, Guwahati, Assam",Maruti Suzuki,800,AC BSIII,2012,"54,219 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,28,000"
"Jalukbari, Guwahati, Assam",Ford,Figo Aspire,1.2 Ti-VCT Titanium Plus,2016,"40,000 km",Petrol,Manual,Black,1st,AS,Comprehensive,"₹ 4,99,000"
"Bharalumukh, Guwahati, Assam",Hyundai,Verna,Fluidic 1.6 VTVT,2016,"50,000 km",Petrol,Manual,White,1st,AS,Comprehensive,"₹ 6,00,000"
"Hatigaon, Guwahati, Assam",Mahindra,XUV300,W6 Diesel,2019,"32,000 km",Diesel,Manual,White,1st,AS,Comprehensive,"₹ 8,55,000"
"Dispur, Guwahati, Assam",Maruti Suzuki,Alto 800,LXI,2013,"36,301 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,40,000"
"Silapathar, Assam, India",Renault,KWID,1.0 RXT,2018,"52,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,20,000"
"Bapuji Nagar, Jorhat, Assam",Tata,Indigo,LX,2012,"70,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"Jonai Market, Jonai Bazar, Assam",Mahindra,XUV500,2011-2015 W8 2WD,2013,"70,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,40,000"
"Japarkuchi, Nalbari, Assam",Hyundai,i10,Era,2008,"84,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,55,000"
"Jhalukpara, Dibrugarh, Assam",Honda,Amaze,2013-2016 S i-Vtech,2014,"37,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,70,000"
"Moidamia, North Lakhimpur, Assam",Maruti Suzuki,Wagon R,2010-2012 LXI BSIII,2006,"54,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,62,000"
"Landmark Colony, Laharijan Natun Bosti, Assam",Nissan,Micra,Others,2015,"26,500 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,00,000"
"Kachari Gaon, Lanka, Assam",Maruti Suzuki,Alto,2005-2010 LXi BSIII,2010,"99,100 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,55,000"
"Maj Gaon, Tezpur, Assam",Mahindra,Scorpio,2009-2014 LX,2011,"75,000 km",Diesel,Manual,Black,1st,Tezpur,Not Available,"₹ 4,50,000"
"Jayanagar, Duliajan, Assam",Hyundai,Santro,LS,2001,70 km,Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,20,000"
"Doomdooma Pathar Gaon, Doom Dooma, Assam",Tata,Others,Others,2016,"40,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,00,000"
"Kamakhya Nagar, Guwahati, Assam",Hyundai,i10,Era,2008,"84,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,50,000"
"Tapan Nagar, Golaghat, Assam",Maruti Suzuki,Alto,2005-2010 LX BSIII,2010,"70,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,75,000"
"Bherbheri, Nagaon, Assam",Tata,Safari,Others,2011,"91,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,10,000"
"Sonali Jyanti Nagar, Jorhat, Assam",Hyundai,Santro Xing,Not Available,2006,"52,000 km",Not Available,Not Available,Not Available,1st,AS,Not Available,"₹ 1,25,000"
"Dakhin Sonari Habi, Sonari, Assam",Ford,Figo,Titatinium Blu 1.5L TDCi,2010,"55,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,20,000"
"Polo Field, Tezpur, Assam",Mahindra,XUV300,W4,2019,"25,000 km",Petrol,Manual,White,1st,AR,Comprehensive,"₹ 7,35,000"
"Vartak Enclave, Tezpur, Assam",Hyundai,EON,Sportz,2017,"38,000 km",Petrol,Manual,Silver,1st,AS,Comprehensive,"₹ 2,80,000"
"Vartak Enclave, Tezpur, Assam",Maruti Suzuki,Celerio,2014-2017 VXI,2014,"32,000 km",Petrol,Manual,Silver,1st,AS,Comprehensive,"₹ 3,65,000"
"Amolapatty, Nagaon, Assam",Hyundai,EON,Magna +,2019,"9,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 2,87,000"
"RBI Colony, Guwahati, Assam",Maruti Suzuki,Swift Dzire Tour,LDI,2018,"85,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,05,000"
"Lichubari, Jorhat, Assam",Tata,Sumo Grande,Grande LX,2009,"90,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,90,000"
"Madhuban, Jorhat, Assam",Renault,KWID,1.0 RXT,2017,"25,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,75,000"
"Jengonikatia, Sibsagar, Assam",Maruti Suzuki,Zen Estilo,1.1 LX BSIII,2009,"46,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,05,000"
"Khanikor, Amguri, Assam",Tata,Indigo Ecs,eCS GLS,2013,"80,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,10,000"
"Garhali, Jorhat, Assam",Chevrolet,Aveo,1.4 LT with ABS,2009,"120,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,95,000"
"Badhari Tipling, Naharkatiya, Assam",Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2006,"60,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,55,000"
"Golampatty, Golaghat, Assam",Mahindra,Supro,Others,2018,"80,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,10,000"
"Ganakpatty, Sibsagar, Assam",Maruti Suzuki,Eeco,5 STR WITH A/C+HTR,2015,"36,588 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,80,000"
"Khelmati, North Lakhimpur, Assam",Maruti Suzuki,Alto K10,VXI,2012,"53,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,70,000"
"Golampatty, Golaghat, Assam",Tata,Sumo Grande,Grande LX,2008,"130,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,50,000"
"Hilapakuri, Howli, Assam",Maruti Suzuki,Swift Dzire,VXI,2014,"68,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,90,000"
"Chowkidingi, Dibrugarh, Assam",Mahindra,Scorpio,Others,2013,"89,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,30,000"
"Khelmati, North Lakhimpur, Assam",Maruti Suzuki,Eeco,7 Seater Standard,2019,"27,300 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,90,000"
"Dhakuakhana, Assam, India",Bajaj,Others,Others,2018,"37,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 90,000"
"Fatasil Ambari, Guwahati, Assam",Maruti Suzuki,Alto,LXi,2011,"89,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,90,000"
"Pangram Part 1, Durga Nagar Part V, Assam",Mahindra,Bolero,ZLX,2016,"53,580 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 6,15,000"
"Durga Sarovar, Guwahati, Assam",Hyundai,i10,Sportz,2010,"55,000 km",Petrol,Manual,White,2nd,AS,Comprehensive,"₹ 2,20,000"
"Hatigaon, Guwahati, Assam",Renault,Duster,RXZ,2020,"32,000 km",Petrol,Manual,Brown,1st,AS,Comprehensive,"₹ 8,55,000"
"Tarphat, Golaghat, Assam",Mahindra,Bolero Power Plus,SLX,2016,"60,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,80,000"
"Jum Part 5, Badarpur Rly Town, Assam",Hyundai,Santro,New,2020,"9,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,00,000"
"Chaboti, North Lakhimpur, Assam",Chevrolet,Sail U-VA,1.3 LS,2014,"47,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,85,000"
"Mangaldai Gaon, Mangaldoi, Assam",Hyundai,Xcent,S 1.2,2019,"30,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,85,000"
"Kakaratoli Gaon, Tinsukia, Assam",Toyota,Fortuner,2011-2016 4x4 MT,2011,"92,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 11,80,000"
"Khelmati, North Lakhimpur, Assam",Maruti Suzuki,Swift Dzire,VXI 1.2,2015,"52,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,00,000"
"Kalapahar, Guwahati, Assam",Hyundai,EON,Era +,2013,"35,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,25,000"
